,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,num_rooms,factor
548,2166,3,1,Urban,1972,277469,4,128.1
549,2115,5,1,Urban,2015,252361,6,119.32
550,2377,2,3,Urban,2016,256203,5,107.78
551,1833,4,3,Suburb,1954,139344,7,76.02
552,2823,3,3,Suburb,1972,246155,6,87.2
553,1726,4,2,Suburb,2000,218373,6,126.52
554,2982,2,3,Rural,1974,309840,5,103.9
555,1853,2,2,Urban,1973,219293,4,118.34
556,1050,4,3,Suburb,1979,203482,7,193.79
557,2688,3,2,Urban,2000,220036,5,81.86
558,2721,3,3,Rural,1979,365466,6,134.31
559,1574,3,2,Urban,2021,125013,5,79.42
560,2213,4,1,Suburb,1995,234127,5,105.8
561,2148,3,3,Urban,2006,213331,6,99.32
562,1149,3,3,Suburb,1978,91677,6,79.79
563,1313,5,2,Rural,2011,262435,7,199.87
564,1569,3,1,Rural,1978,184360,4,117.5
565,2365,2,1,Suburb,1986,323820,3,136.92
566,1304,3,2,Rural,1989,97809,5,75.01
567,2715,4,3,Urban,2004,298076,7,109.79
568,1681,4,1,Rural,1975,128702,5,76.56
569,1837,3,3,Rural,1976,129730,6,70.62
570,2806,4,2,Rural,2000,326637,6,116.41
571,2077,4,3,Rural,1971,241442,7,116.25
572,2002,3,1,Suburb,2014,259034,4,129.39
573,1443,5,2,Rural,1987,299103,7,207.28
574,1612,5,1,Suburb,1950,127304,6,78.97
575,1992,5,3,Suburb,1964,210319,8,105.58
576,1263,5,3,Suburb,1960,188936,8,149.59
577,2076,2,2,Urban,2005,185380,4,89.3
578,2595,3,1,Urban,1987,294176,4,113.36
579,2003,4,1,Suburb,2003,198736,5,99.22
580,2643,4,1,Urban,1972,268808,5,101.71
581,1004,3,2,Rural,1986,65228,5,64.97
582,2126,4,3,Urban,2000,262088,7,123.28
583,2219,2,3,Rural,2010,255399,5,115.1
584,1773,5,3,Urban,1971,200902,8,113.31
585,1876,3,1,Suburb,2015,237629,4,126.67
586,1991,4,2,Suburb,2004,201135,6,101.02
587,1883,2,1,Urban,2016,327202,3,173.77
588,2373,4,2,Rural,1975,313573,6,132.14
589,1046,2,1,Rural,1987,161735,3,154.62
590,1866,4,2,Suburb,1999,135187,6,72.45
591,1822,5,1,Rural,1972,206442,6,113.31
592,1935,3,1,Suburb,2002,176508,4,91.22
593,2843,5,2,Urban,1988,295896,7,104.08
594,1655,5,3,Urban,1972,215023,8,129.92
595,1268,4,3,Urban,2015,145269,7,114.57
596,1369,5,2,Suburb,1977,156946,7,114.64
597,1635,3,2,Urban,2009,246606,5,150.83
598,2129,2,3,Rural,2016,194239,5,91.23
599,2693,2,1,Suburb,1959,281992,3,104.71
600,2682,4,3,Rural,1983,258072,7,96.22
601,1656,3,2,Urban,1950,149913,5,90.53
602,1119,3,1,Suburb,1986,118572,4,105.96
603,1830,2,2,Suburb,2017,258491,4,141.25
604,2810,2,3,Suburb,2020,237178,5,84.4
605,2627,5,1,Urban,2016,283417,6,107.89
606,2081,4,3,Suburb,2007,234683,7,112.77
607,2974,2,3,Suburb,1965,236267,5,79.44
608,2369,2,3,Urban,2013,220217,5,92.96
609,1740,3,1,Urban,1977,231805,4,133.22
610,2497,3,3,Rural,2019,293908,6,117.7
611,1116,3,1,Rural,1977,148823,4,133.35
612,2853,2,3,Rural,1967,317838,5,111.4
613,1790,4,3,Suburb,1992,311155,7,173.83
614,2150,5,2,Urban,1963,256000,7,119.07
615,2416,4,3,Rural,1971,215724,7,89.29
616,2931,2,1,Rural,1963,249357,3,85.08
617,2012,5,2,Urban,1968,223423,7,111.05
618,2664,4,1,Suburb,1968,272865,5,102.43
619,2081,2,3,Urban,1988,202344,5,97.23
620,1633,4,2,Urban,1982,228849,6,140.14
621,1512,2,2,Urban,1987,240983,4,159.38
622,2774,3,2,Suburb,1981,289649,5,104.42
623,1801,4,1,Rural,1963,144200,5,80.07
624,2119,3,2,Rural,1972,257560,5,121.55
625,2661,3,2,Suburb,1975,273197,5,102.67
626,2141,5,1,Urban,1999,235010,6,109.77
627,1559,5,1,Urban,2018,166048,6,106.51
628,2624,4,1,Rural,2004,258772,5,98.62
629,1487,2,3,Rural,2016,96386,5,64.82
630,2260,5,1,Urban,1969,246586,6,109.11
631,2908,5,1,Suburb,2005,304456,6,104.7
632,1896,3,2,Rural,1964,171955,5,90.69
633,2295,3,3,Suburb,2008,175119,6,76.3
634,2212,2,2,Suburb,2006,273978,4,123.86
635,1703,5,1,Urban,1980,133661,6,78.49
636,2470,5,1,Suburb,2018,276587,6,111.98
637,1580,2,2,Urban,1963,199266,4,126.12
638,1789,5,3,Suburb,1971,133679,8,74.72
639,1860,4,3,Rural,1996,187289,7,100.69
640,1246,4,2,Urban,1991,195380,6,156.81
641,2986,2,1,Urban,2020,290468,3,97.28
642,2099,3,3,Urban,2010,125993,6,60.03
643,1153,2,3,Urban,1954,164864,5,142.99
644,2679,4,2,Rural,1973,271132,6,101.21
645,2458,5,3,Urban,1963,272402,8,110.82
646,1996,5,1,Urban,1997,214624,6,107.53
647,2109,3,2,Rural,1964,270288,5,128.16
648,1696,3,3,Suburb,1977,263721,6,155.5
649,2308,4,1,Rural,1982,343733,5,148.93
650,2997,3,1,Suburb,1996,386974,4,129.12
651,2243,2,2,Urban,2000,232462,4,103.64
652,2092,4,2,Urban,2005,246644,6,117.9
653,2070,5,1,Suburb,2015,136921,6,66.15
654,2008,5,1,Urban,2003,265747,6,132.34
655,1093,5,3,Rural,1950,118968,8,108.85
656,2773,3,3,Rural,1962,225776,6,81.42
657,1957,4,3,Rural,2004,291978,7,149.2
658,2011,3,3,Suburb,1993,261284,6,129.93
659,1452,2,3,Suburb,2003,240943,5,165.94
660,2227,4,2,Suburb,2016,216204,6,97.08
661,1911,3,3,Urban,1998,132356,6,69.26
662,1217,5,3,Suburb,2019,228079,8,187.41
663,1473,5,3,Rural,1958,148490,8,100.81
664,1431,2,1,Suburb,1992,150463,3,105.15
665,1340,2,3,Rural,2014,226047,5,168.69
666,1550,2,2,Urban,2013,115707,4,74.65
667,2635,5,1,Suburb,1988,270139,6,102.52
668,2312,3,1,Rural,1986,200589,4,86.76
669,2277,5,3,Rural,1975,258865,8,113.69
670,2757,5,1,Suburb,1983,296494,6,107.54
671,1356,5,3,Urban,1985,122490,8,90.33
672,1022,3,3,Suburb,1995,115203,6,112.72
673,2785,5,3,Urban,2013,341637,8,122.67
674,1521,2,2,Rural,1975,202351,4,133.04
675,2781,2,1,Suburb,1959,303105,3,108.99
676,2860,2,1,Suburb,1980,311184,3,108.81
677,2123,2,1,Rural,2007,149038,3,70.2
678,1801,5,1,Urban,1977,270736,6,150.33
679,2203,5,1,Suburb,1984,263493,6,119.61
680,2246,5,3,Suburb,2006,324177,8,144.34
681,2929,2,3,Suburb,1969,337270,5,115.15
682,1761,3,3,Urban,1985,249808,6,141.86
683,2682,4,2,Rural,2012,240370,6,89.62
684,1441,4,2,Rural,2019,316311,6,219.51
685,2631,4,2,Rural,1993,301656,6,114.65
686,1768,3,2,Urban,1962,245824,5,139.04
687,2015,5,1,Urban,1982,260272,6,129.17
688,2348,4,2,Rural,1999,223082,6,95.01
689,1515,4,1,Suburb,1994,133643,5,88.21
690,2039,5,1,Urban,2004,235473,6,115.48
691,1791,4,1,Rural,1999,152462,5,85.13
692,1335,5,3,Rural,2001,255990,8,191.75
693,2782,4,3,Suburb,1996,326470,7,117.35
694,1257,5,1,Suburb,1992,218503,6,173.83
695,1496,2,2,Urban,1959,202685,4,135.48
696,1895,3,1,Urban,1997,159564,4,84.2
697,1159,4,3,Rural,2017,167817,7,144.79
698,2498,5,2,Urban,2004,328341,7,131.44
699,1851,2,3,Suburb,1991,206542,5,111.58
700,2687,5,2,Urban,1980,254674,7,94.78
701,2931,4,3,Urban,1979,301490,7,102.86
702,1689,4,1,Urban,2019,211224,5,125.06
703,2698,4,3,Urban,1956,345221,7,127.95
704,1379,4,2,Suburb,1981,103848,6,75.31
705,2568,4,3,Urban,1991,254537,7,99.12
706,2952,2,2,Suburb,1975,352851,4,119.53
707,1956,5,3,Urban,1961,173720,8,88.81
708,1690,5,3,Rural,1963,197888,8,117.09
709,2450,4,1,Urban,1990,265276,5,108.28
710,2636,5,2,Suburb,1992,338456,7,128.4
711,2291,2,2,Suburb,1979,260643,4,113.77
712,2858,4,1,Rural,1958,304034,5,106.38
713,2600,3,3,Rural,1969,287192,6,110.46
714,2440,2,2,Suburb,2017,270581,4,110.89
715,2191,4,2,Suburb,1974,252500,6,115.24
716,2865,5,2,Urban,1952,371295,7,129.6
717,2066,2,1,Suburb,1986,257402,3,124.59
718,2579,4,1,Suburb,1977,284905,5,110.47
719,1284,5,2,Rural,2009,211770,7,164.93
720,1396,5,3,Suburb,2009,286857,8,205.48
721,1011,4,3,Rural,1969,175101,7,173.2
722,2630,2,1,Urban,2018,261717,3,99.51
723,2325,4,3,Rural,1957,192112,7,82.63
724,2921,4,1,Urban,2021,287288,5,98.35
725,2276,4,2,Rural,1981,255596,6,112.3
726,1498,4,2,Rural,1973,288403,6,192.53
727,1753,4,2,Urban,1974,185248,6,105.67
728,1034,5,1,Suburb,1969,209782,6,202.88
729,1726,4,3,Rural,2002,215866,7,125.07
730,1848,2,2,Suburb,1970,174159,4,94.24
731,1089,3,3,Suburb,1978,80169,6,73.62
732,1775,4,3,Suburb,2011,197441,7,111.23
733,1604,2,1,Urban,2021,138312,3,86.23
734,2945,3,1,Rural,1983,272553,4,92.55
735,1969,2,3,Rural,1996,150368,5,76.37
736,2625,5,3,Suburb,1991,267945,8,102.07
737,2021,5,2,Rural,1958,192499,7,95.25
738,1417,3,2,Suburb,1985,154704,5,109.18
739,1114,3,2,Urban,1956,132670,5,119.09
740,1616,3,3,Urban,2016,143155,6,88.59
741,2926,5,1,Rural,1983,297645,6,101.72
742,2219,5,3,Suburb,2005,246920,8,111.28
743,1825,2,2,Urban,1986,230264,4,126.17
744,2524,5,2,Rural,2019,328546,7,130.17
745,2649,3,1,Suburb,2004,270557,4,102.14
746,2516,4,3,Suburb,1985,275162,7,109.36
747,2098,4,2,Rural,1959,185514,6,88.42
748,1412,3,1,Suburb,1990,149130,4,105.62
749,2399,5,2,Rural,2000,214095,7,89.24
750,2443,3,1,Rural,1954,290060,4,118.73
751,1728,5,3,Urban,1986,149000,8,86.23
752,2300,4,1,Urban,2006,267486,5,116.3
753,2020,2,3,Rural,1978,190984,5,94.55
754,1760,5,3,Suburb,2005,329139,8,187.01
755,1675,2,2,Urban,1980,216086,4,129.01
756,2417,4,3,Suburb,2001,298585,7,123.54
757,2892,2,2,Rural,1962,295605,4,102.21
758,1456,2,2,Rural,1978,220667,4,151.56
759,1919,3,3,Suburb,2007,224202,6,116.83
760,1191,2,1,Urban,1977,103170,3,86.62
761,1738,4,3,Urban,1980,241772,7,139.11
762,2712,5,3,Urban,1996,305955,8,112.82
763,2122,2,1,Urban,2014,152222,3,71.74
764,2571,5,2,Suburb,2009,239858,7,93.29
765,1977,3,2,Urban,1979,284246,5,143.78
766,2008,4,3,Suburb,2017,214464,7,106.8
767,1095,4,1,Urban,2021,172054,5,157.13
768,2687,5,1,Urban,2003,233841,6,87.03
769,1662,4,1,Suburb,2013,240335,5,144.61
770,2213,3,1,Suburb,1961,143838,4,65.0
771,2759,5,3,Suburb,1961,231150,8,83.78
772,1036,4,3,Rural,2005,57693,7,55.69
773,2803,3,2,Suburb,1968,314397,5,112.16
774,2392,3,1,Rural,1985,269267,4,112.57
775,2718,2,3,Suburb,1963,246524,5,90.7
776,2548,4,3,Suburb,1953,192437,7,75.52
777,1278,5,1,Suburb,1954,214298,6,167.68
778,1216,2,1,Rural,1991,151149,3,124.3
779,1866,5,2,Rural,2009,241161,7,129.24
780,1872,2,1,Rural,1986,211510,3,112.99
781,2821,3,2,Suburb,1980,230252,5,81.62
782,2296,2,2,Suburb,2006,228945,4,99.71
783,2904,2,1,Rural,2001,272998,3,94.01
784,1061,2,1,Rural,1992,71057,3,66.97
785,1595,4,3,Suburb,2004,138739,7,86.98
786,2903,2,1,Urban,1958,306801,3,105.68
787,1728,3,1,Rural,2001,221433,4,128.14
788,2365,5,2,Suburb,2002,260066,7,109.96
789,1396,4,1,Urban,1982,193686,5,138.74
790,1698,3,3,Urban,1951,253164,6,149.1
791,2042,4,3,Rural,1972,260611,7,127.63
792,1176,5,1,Suburb,1965,191112,6,162.51
793,2635,5,1,Suburb,1997,236979,6,89.94
794,1395,5,2,Rural,1953,142709,7,102.3
795,1444,4,1,Rural,1974,90595,5,62.74
796,2256,4,2,Suburb,2017,232944,6,103.26
797,2938,5,1,Urban,2016,208321,6,70.91
798,1075,5,2,Rural,1988,170588,7,158.69
799,1264,3,3,Suburb,1971,185462,6,146.73
800,1454,5,1,Urban,2009,119379,6,82.1
801,2819,2,1,Urban,1985,304424,3,107.99
802,1717,4,2,Urban,1998,240869,6,140.28
803,1734,3,2,Urban,1982,212120,5,122.33
804,2407,4,1,Urban,1968,201291,5,83.63
805,2587,5,2,Suburb,2020,283950,7,109.76
806,1850,2,1,Suburb,1955,237899,3,128.59
807,2529,5,3,Urban,1977,218263,8,86.3
808,2390,4,2,Suburb,2014,222996,6,93.3
809,1143,3,1,Suburb,1963,148993,4,130.35
810,1884,4,3,Suburb,1961,239641,7,127.2
811,2092,3,1,Rural,2008,226599,4,108.32
812,2122,2,1,Urban,2020,229393,3,108.1
813,1395,5,3,Urban,1957,145356,8,104.2
814,2048,5,2,Suburb,1959,218498,7,106.69
815,1947,2,3,Suburb,2019,111367,5,57.2
816,1890,4,1,Suburb,1997,205938,5,108.96
817,2492,2,3,Rural,2003,319364,5,128.16
818,2507,5,1,Rural,1999,321563,6,128.27
819,2588,3,3,Urban,1996,319101,6,123.3
820,2174,5,2,Urban,1978,205614,7,94.58
821,2167,4,3,Rural,1958,266522,7,122.99
822,1568,3,3,Rural,2015,129902,6,82.85
823,2062,4,2,Rural,2018,246504,6,119.55
824,1108,5,1,Urban,2003,83000,6,74.91
825,2716,5,3,Urban,1965,207233,8,76.3
826,2065,3,1,Urban,1957,135033,4,65.39
827,2209,4,3,Suburb,1971,296655,7,134.29
828,1934,3,2,Urban,1964,259611,5,134.24
829,1397,3,3,Suburb,1977,154225,6,110.4
830,2246,4,1,Urban,1978,184168,5,82.0
831,1633,3,1,Urban,1981,128512,4,78.7
832,2156,2,2,Urban,1965,199376,4,92.47
833,2186,3,1,Suburb,1982,305463,4,139.74
834,2238,5,2,Rural,1985,230947,7,103.19
835,1732,4,2,Suburb,1988,199698,6,115.3
836,1234,5,1,Urban,1999,196147,6,158.95
837,2866,2,1,Rural,2017,274488,3,95.77
838,1657,2,2,Suburb,1963,185034,4,111.67
839,1750,3,1,Rural,1988,222984,4,127.42
840,1587,5,2,Suburb,2020,208335,7,131.28
841,2032,3,3,Rural,1969,254290,6,125.14
842,2097,3,1,Urban,1999,247008,4,117.79
843,1953,5,1,Suburb,1988,189607,6,97.08
844,1491,2,2,Suburb,1957,188387,4,126.35
845,1912,2,3,Suburb,1979,217927,5,113.98
846,2276,2,3,Rural,1969,211264,5,92.82
847,2253,4,1,Urban,1977,193912,5,86.07
848,2542,4,2,Urban,2019,260738,6,102.57
849,2197,3,2,Urban,2003,277508,5,126.31
850,2676,4,1,Suburb,1969,288140,5,107.68
851,2191,4,3,Suburb,1972,310818,7,141.86
852,1169,5,2,Rural,1988,144824,7,123.89
853,2416,3,2,Suburb,1983,216479,5,89.6
854,1945,3,1,Urban,1971,208194,4,107.04
855,1794,5,1,Suburb,2006,253265,6,141.17
856,1633,2,3,Urban,1996,244006,5,149.42
857,2217,5,3,Urban,1967,186246,8,84.01
858,2540,2,2,Rural,1957,273339,4,107.61
859,1028,3,1,Urban,2010,145807,4,141.84
860,2188,3,1,Urban,1979,132414,4,60.52
861,2445,4,1,Rural,1998,380655,5,155.69
862,1338,4,3,Urban,2021,82162,7,61.41
863,2671,5,3,Rural,2012,213977,8,80.11
864,2519,4,2,Suburb,1998,225675,6,89.59
865,2388,3,1,Suburb,1992,253720,4,106.25
866,2856,3,3,Suburb,1966,206099,6,72.16
867,2365,2,1,Urban,2021,233693,3,98.81
868,1499,4,3,Suburb,1992,41631,7,27.77
869,2680,2,1,Suburb,2004,249052,3,92.93
870,1510,3,2,Suburb,2011,184231,5,122.01
871,2350,4,3,Rural,1971,308214,7,131.15
872,1216,2,3,Urban,1966,57096,5,46.95
873,2324,3,2,Urban,2017,182389,5,78.48
874,2155,2,2,Rural,1969,217332,4,100.85
875,2827,4,1,Urban,1978,350243,5,123.89
876,2093,2,3,Urban,1995,289192,5,138.17
877,2275,2,1,Suburb,1963,243497,3,107.03
878,2438,3,1,Suburb,1980,208749,4,85.62
879,2810,4,1,Urban,1980,267006,5,95.02
880,1444,5,3,Rural,1952,105488,8,73.05
881,1875,5,2,Rural,1971,269844,7,143.92
882,2205,2,1,Suburb,2002,238841,3,108.32
883,1166,3,3,Suburb,2003,206852,6,177.4
884,1090,4,1,Urban,1976,92242,5,84.63
885,1713,3,2,Rural,1981,133711,5,78.06
886,2881,4,2,Rural,1980,363943,6,126.33
887,2554,3,3,Suburb,1988,254326,6,99.58
888,1038,5,3,Rural,2011,115581,8,111.35
889,2149,5,2,Rural,2006,315571,7,146.85
890,2474,5,3,Suburb,2016,290504,8,117.42
891,1172,3,2,Rural,2011,192191,5,163.99
892,1652,3,1,Suburb,1982,204042,4,123.51
893,1753,2,2,Rural,2009,227730,4,129.91
894,2243,5,1,Suburb,1979,315812,6,140.8
895,2661,2,3,Urban,1962,235355,5,88.45
896,2081,3,1,Rural,1969,266445,4,128.04
897,2683,4,2,Rural,2021,373582,6,139.24
898,1475,5,3,Urban,1957,146533,8,99.34
899,1455,5,3,Rural,1970,141659,8,97.36
900,1828,5,2,Suburb,1962,311639,7,170.48
901,1894,5,3,Rural,1979,200989,8,106.12
902,2384,5,2,Urban,1998,284764,7,119.45
903,2958,3,1,Suburb,2007,229455,4,77.57
904,2024,5,1,Suburb,1995,253041,6,125.02
905,1386,5,3,Rural,1951,153896,8,111.04
906,2996,2,2,Urban,1968,340001,4,113.48
907,1347,4,2,Rural,1976,154491,6,114.69
908,1189,5,1,Rural,1956,194760,6,163.8
909,1504,2,1,Rural,1999,206783,3,137.49
910,2214,3,3,Urban,2002,253979,6,114.71
911,2531,2,2,Suburb,1990,234624,4,92.7
912,2392,5,3,Urban,1961,177596,8,74.25
913,2432,2,3,Urban,1966,244735,5,100.63
914,1823,2,3,Suburb,2021,236688,5,129.83
915,1928,3,2,Rural,2005,205486,5,106.58
916,1933,2,1,Rural,1970,214958,3,111.2
917,2140,3,2,Urban,1963,232002,5,108.41
918,1133,3,2,Urban,1971,31142,5,27.49
919,1057,2,2,Suburb,1958,118092,4,111.72
920,2579,5,3,Urban,1955,295625,8,114.63
921,1684,4,3,Rural,1978,178077,7,105.75
922,1671,2,2,Suburb,1993,195992,4,117.29
923,1172,2,3,Rural,1965,48427,5,41.32
924,2852,2,3,Rural,1993,237828,5,83.39
925,1814,4,1,Suburb,1978,224582,5,123.8
926,2172,4,2,Suburb,1970,240740,6,110.84
927,1079,3,2,Rural,2015,195945,5,181.6
928,1885,4,3,Suburb,2021,249861,7,132.55
929,2236,4,2,Suburb,1985,326922,6,146.21
930,1202,2,2,Urban,1952,206066,4,171.44
931,1763,3,2,Urban,2006,212179,5,120.35
932,2252,5,2,Rural,1998,316517,7,140.55
933,2699,3,3,Rural,1990,240509,6,89.11
934,2250,4,1,Suburb,1999,279074,5,124.03
935,2682,4,3,Suburb,1963,244530,7,91.17
936,2555,2,1,Urban,1972,354767,3,138.85
937,2464,5,2,Suburb,2015,276540,7,112.23
938,2425,5,2,Rural,1989,269754,7,111.24
939,1046,5,2,Urban,1970,92737,7,88.66
940,2256,4,2,Rural,1992,90257,6,40.01
941,2328,4,2,Rural,1995,256324,6,110.1
942,2549,3,2,Rural,1997,215428,5,84.51
943,2166,4,2,Rural,2018,349938,6,161.56
944,2438,5,1,Rural,1979,270658,6,111.02
945,2536,5,3,Urban,1989,341876,8,134.81
946,2396,5,2,Rural,1991,333080,7,139.02
947,2589,2,2,Rural,1973,352650,4,136.21
948,2909,3,2,Rural,2008,384570,5,132.2
949,2282,3,1,Rural,2014,295735,4,129.59
950,1655,4,2,Suburb,2003,195195,6,117.94
951,1470,2,3,Urban,2008,95133,5,64.72
952,2976,3,1,Urban,2009,299965,4,100.79
953,1970,2,1,Suburb,1987,197932,3,100.47
954,2035,2,2,Rural,1951,234130,4,115.05
955,2353,4,1,Urban,2014,352244,5,149.7
956,1735,2,2,Rural,1957,195769,4,112.84
957,1783,3,3,Suburb,1960,189727,6,106.41
958,1967,4,3,Urban,1991,235664,7,119.81
959,1357,3,1,Urban,2004,82171,4,60.55
960,1971,2,1,Rural,1990,238246,3,120.88
961,2431,2,2,Suburb,1952,209647,4,86.24
962,1667,5,1,Urban,1960,204634,6,122.76
963,1372,4,3,Rural,2009,121797,7,88.77
964,2031,4,1,Rural,1959,232914,5,114.68
965,2145,5,3,Rural,1961,260745,8,121.56
966,2371,3,2,Rural,2017,295669,5,124.7
967,1675,3,3,Suburb,1950,222875,6,133.06
968,1089,2,1,Urban,1989,169572,3,155.71
969,2671,4,3,Rural,1988,301401,7,112.84
970,1697,2,3,Suburb,1965,146521,5,86.34
971,2339,5,1,Urban,1974,239841,6,102.54
972,2201,2,2,Urban,1977,250996,4,114.04
973,1539,3,3,Rural,1992,230483,6,149.76
974,1731,3,1,Urban,1956,219341,4,126.71
975,1868,5,3,Rural,1978,271113,8,145.14
976,1040,3,3,Suburb,2012,154007,6,148.08
977,1739,5,3,Urban,1960,208432,8,119.86
978,2727,4,2,Rural,1950,312735,6,114.68
979,2946,5,3,Suburb,1977,342150,8,116.14
980,1501,5,1,Rural,1995,198493,6,132.24
981,1958,5,1,Urban,1952,256780,6,131.14
982,2168,3,3,Suburb,1963,233297,6,107.61
983,2224,4,2,Urban,1988,267939,6,120.48
984,1928,2,1,Urban,1974,210800,3,109.34
985,2747,4,2,Rural,1984,373797,6,136.07
986,1460,3,2,Rural,1979,128689,5,88.14
987,1731,4,1,Suburb,1989,149709,5,86.49
988,1751,4,1,Rural,1960,167144,5,95.46
989,1924,5,2,Suburb,2015,180985,7,94.07
990,1908,5,3,Urban,1988,207715,8,108.87
991,2581,3,2,Urban,1977,226303,5,87.68
992,2570,5,1,Urban,2013,341996,6,133.07
993,2276,3,2,Urban,1952,261788,5,115.02
994,1389,2,1,Suburb,1955,169312,3,121.89
995,2617,4,3,Suburb,1985,246554,7,94.21
996,1882,2,3,Urban,1952,218620,5,116.16
997,1255,2,3,Rural,1969,152645,5,121.63
998,1708,4,3,Urban,2019,79442,7,46.51
999,2838,5,3,Suburb,2006,251682,8,88.68
1000,2944,2,1,Rural,2001,270128,3,91.76
1001,1449,4,2,Urban,1958,207723,6,143.36
1002,1009,2,3,Urban,2017,100701,5,99.8
1003,1823,2,1,Suburb,2019,236683,3,129.83
1004,1797,4,2,Suburb,1999,234486,6,130.49
1005,2265,5,2,Suburb,1955,165567,7,73.1
1006,2274,3,3,Suburb,1992,286490,6,125.99
1007,1876,4,3,Rural,2005,177401,7,94.56
1008,2028,3,2,Rural,1966,249909,5,123.23
1009,2142,4,2,Suburb,1981,161743,6,75.51
1010,2015,4,1,Rural,1960,187144,5,92.88
1011,2824,3,3,Urban,1975,247403,6,87.61
1012,1373,3,2,Rural,1967,155359,5,113.15
1013,2088,5,2,Urban,1979,279165,7,133.7
1014,1145,4,3,Suburb,2013,89763,7,78.4
1015,1223,4,1,Urban,1981,181760,5,148.62
1016,2262,4,1,Suburb,2006,244216,5,107.96
1017,1176,5,3,Suburb,2011,245338,8,208.62
1018,2802,3,1,Suburb,1956,303159,4,108.19
1019,1852,4,1,Rural,1954,156794,5,84.66
1020,2305,3,1,Urban,2019,290484,4,126.02
1021,1062,5,2,Rural,1963,94671,7,89.14
1022,2240,2,2,Suburb,1995,194460,4,86.81
1023,2877,3,1,Rural,1961,282959,4,98.35
1024,1826,5,3,Suburb,1999,203994,8,111.72
1025,1794,2,3,Urban,1990,205849,5,114.74
1026,1688,4,3,Suburb,1957,149216,7,88.4
1027,2484,4,1,Suburb,1952,246342,5,99.17
1028,2952,3,3,Rural,2001,289062,6,97.92
1029,2633,2,2,Suburb,1960,296128,4,112.47
1030,1104,5,3,Urban,1997,97422,8,88.24
1031,2122,4,3,Urban,1961,163522,7,77.06
1032,1510,4,2,Suburb,2000,122252,6,80.96
1033,1384,2,2,Urban,1953,133771,4,96.66
1034,1404,5,1,Suburb,1966,184801,6,131.62
1035,1822,4,1,Suburb,1978,251021,5,137.77
1036,1517,4,1,Urban,1972,115264,5,75.98
1037,1475,3,1,Rural,2011,90949,4,61.66
1038,1708,5,1,Suburb,1961,189782,6,111.11
1039,2886,4,2,Rural,1997,280072,6,97.05
1040,2668,2,2,Rural,1982,258006,4,96.7
1041,2893,4,2,Suburb,1962,386754,6,133.69
1042,1770,5,3,Urban,1987,146604,8,82.83
1043,2460,3,3,Suburb,1999,259606,6,105.53
1044,2046,4,3,Urban,1961,259302,7,126.74
1045,1996,2,1,Suburb,1975,172699,3,86.52
1046,2588,4,3,Rural,2014,339032,7,131.0
1047,1676,2,1,Suburb,1952,255612,3,152.51
1048,1713,5,1,Urban,1957,192247,6,112.23
1049,2481,3,1,Urban,1979,345003,4,139.06
1050,1082,5,1,Suburb,1992,142634,6,131.82
1051,2168,4,3,Urban,1963,195356,7,90.11
1052,2108,4,2,Suburb,1966,279339,6,132.51
1053,2101,3,1,Rural,2020,176065,4,83.8
1054,1456,2,3,Suburb,1989,102687,5,70.53
1055,2901,5,1,Suburb,2015,357085,6,123.09
1056,1000,2,1,Urban,1957,77594,3,77.59
1057,1050,4,2,Suburb,1955,218059,6,207.68
1058,1684,2,1,Rural,1967,97481,3,57.89
1059,1716,5,2,Rural,2015,251998,7,146.85
1060,2795,2,3,Suburb,1951,291568,5,104.32
1061,2469,4,1,Urban,2009,164581,5,66.66
1062,1448,5,2,Rural,1952,232049,7,160.25
1063,1880,2,1,Suburb,1956,153154,3,81.46
1064,1487,2,1,Suburb,1996,40231,3,27.06
1065,2823,5,1,Rural,1979,400579,6,141.9
1066,1033,4,2,Urban,1984,171696,6,166.21
1067,2371,5,3,Suburb,2008,255858,8,107.91
1068,1094,4,2,Rural,2011,198667,6,181.6
1069,2095,2,3,Suburb,1996,232521,5,110.99
1070,2574,5,2,Rural,1966,296499,7,115.19
1071,1153,4,2,Suburb,2002,220954,6,191.63
1072,1249,5,3,Urban,1982,177512,8,142.12
1073,1673,2,3,Urban,2012,243821,5,145.74
1074,1437,5,3,Rural,1991,152096,8,105.84
1075,1117,2,2,Suburb,1997,62277,4,55.75
1076,1770,2,3,Urban,2011,182285,5,102.99
1077,2914,2,1,Rural,1956,339184,3,116.4
1078,2329,4,1,Urban,2004,335254,5,143.95
1079,1267,4,1,Urban,1987,157519,5,124.32
1080,2984,3,1,Suburb,2018,424502,4,142.26
1081,2077,4,3,Suburb,1988,202780,7,97.63
1082,1235,3,3,Urban,1978,106521,6,86.25
1083,1388,5,1,Urban,1978,178039,6,128.27
1084,1989,2,3,Urban,2004,233633,5,117.46
1085,2757,4,1,Urban,2009,286469,5,103.91
1086,1762,2,2,Rural,2015,173139,4,98.26
1087,2848,3,3,Rural,1953,273489,6,96.03
1088,1400,4,2,Urban,1969,205886,6,147.06
1089,1623,4,3,Suburb,2000,200613,7,123.61
1090,1766,4,3,Suburb,2019,227039,7,128.56
1091,2326,4,3,Rural,2004,141391,7,60.79
1092,1918,2,2,Urban,1995,267982,4,139.72
1093,2230,4,2,Suburb,1996,207818,6,93.19
